service_date,meal_opt_in_created_date,name,menu_name,ingredients_array,service_id,meal_opt_in_id
2023-03-24,2023-03-21 13:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,50
2023-03-24,2023-03-21 13:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,51
2023-03-24,2023-03-21 13:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,52
2023-03-24,2023-03-21 13:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,53
2023-03-24,2023-03-21 13:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,54
2023-03-24,2023-03-21 14:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,55
2023-03-24,2023-03-21 14:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,56
2023-03-24,2023-03-21 14:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,57
2023-03-24,2023-03-21 14:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,58
2023-03-24,2023-03-21 14:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,59
2023-03-24,2023-03-21 14:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,60
2023-03-24,2023-03-21 14:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,61
2023-03-24,2023-03-21 14:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,62
2023-03-24,2023-03-21 15:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,63
2023-03-24,2023-03-21 15:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,64
2023-03-24,2023-03-21 16:08:32.260943+00,Avocado Veggie Combo,Sushi Day,"[Avocado, Cucumber, Carrot, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Agar Agar, Wasabi]",101,65
2023-03-24,2023-03-21 16:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,66
2023-03-24,2023-03-21 16:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,67
2023-03-24,2023-03-21 16:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,68
2023-03-24,2023-03-21 16:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,69
2023-03-24,2023-03-21 16:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,70
2023-03-24,2023-03-21 16:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,71
2023-03-24,2023-03-21 17:08:32.260943+00,Avocado Veggie Combo,Sushi Day,"[Avocado, Cucumber, Carrot, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Agar Agar, Wasabi]",101,72
2023-03-24,2023-03-21 17:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,73
2023-03-24,2023-03-21 17:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,74
2023-03-24,2023-03-21 17:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,75
2023-03-24,2023-03-21 17:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,76
2023-03-24,2023-03-21 18:18:32.260943+00,Avocado Veggie Combo,Sushi Day,"[Avocado, Cucumber, Carrot, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Agar Agar, Wasabi]",101,77
2023-03-24,2023-03-21 18:18:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,78
2023-03-24,2023-03-21 18:18:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,79
2023-03-24,2023-03-21 18:18:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,80
2023-03-24,2023-03-21 18:18:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,81
2023-03-24,2023-03-21 18:18:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,82
2023-03-24,2023-03-21 18:18:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,83
2023-03-24,2023-03-21 18:18:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,84
2023-03-24,2023-03-21 18:18:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,85
2023-03-24,2023-03-21 18:18:32.260943+00,Spicy Tuna Roll,Sushi Day,"[Tuna, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,86
2023-03-24,2023-03-21 19:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,87
2023-03-24,2023-03-21 19:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,88
2023-03-24,2023-03-21 19:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,89
2023-03-24,2023-03-21 20:58:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,90
2023-03-24,2023-03-21 20:58:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,91
2023-03-24,2023-03-21 20:58:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,92
2023-03-24,2023-03-21 21:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,93
2023-03-24,2023-03-21 21:08:32.260943+00,Tuna Salmon Combo,Sushi Day,"[Tuna, Avocado, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Atlantic Salmon, Nori, Agar Agar, Wasabi]",101,94
2023-03-24,2023-03-21 21:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,95
2023-03-24,2023-03-21 21:08:32.260943+00,Spicy Combo,Sushi Day,"[Tuna, Salmon, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,96
2023-03-24,2023-03-21 21:08:32.260943+00,Spicy Tuna Roll,Sushi Day,"[Tuna, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,97
2023-03-24,2023-03-21 22:08:32.260943+00,Avocado Veggie Combo,Sushi Day,"[Avocado, Cucumber, Carrot, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Agar Agar, Wasabi]",101,98
2023-03-24,2023-03-21 22:08:32.260943+00,Spicy Tuna Roll,Sushi Day,"[Tuna, Sesame Oil, Rice Vinegar, Spicy Mayo, Soy Sauce, Fresh Ginger, Seaweed, Sushi Rice, Nori, Yellowtail, Agar Agar, Wasabi]",101,99
2023-03-24,2023-03-21 23:08:32.260943+00,Sashimi Naruto Maki [10 pc],Sushi Day,"[Tuna, Avocado, Cucumber, Sesame Oil, Rice Vinegar, Soy Sauce, Fresh Ginger, Seaweed, Atlantic Salmon, Seaweed Salad, Agar Agar, Wasabi]",101,100